datum,PTE,periode_van,periode_tm,indicatie noodvermogen op,indicatie noodvermogen af,opregelen,Afregelen,prikkelcomponent,Afnemen,invoeden,regeltoestand
19/11/2023,1,00:00,00:15,,,181.42,-21.77,0,181.42,181.42,1
19/11/2023,2,00:15,00:30,,,115.51,,0,115.51,115.51,1
19/11/2023,3,00:30,00:45,,,,-21.14,0,-21.14,-21.14,-1
19/11/2023,4,00:45,01:00,,,85.78,-21.29,0,85.78,85.78,1
19/11/2023,5,01:00,01:15,,,108.7,,0,108.7,108.7,1
19/11/2023,6,01:15,01:30,,,110.4,,0,110.4,110.4,1
19/11/2023,7,01:30,01:45,,,97.9,,0,97.9,97.9,1
19/11/2023,8,01:45,02:00,,,,,0,12.24,12.24,0
19/11/2023,9,02:00,02:15,,,113.51,,0,113.51,113.51,1
19/11/2023,10,02:15,02:30,,,87.41,,0,87.41,87.41,1
19/11/2023,11,02:30,02:45,,,74.27,,0,74.27,74.27,1
19/11/2023,12,02:45,03:00,,,66.82,,0,66.82,66.82,1
19/11/2023,13,03:00,03:15,,,,,0,36.38,36.38,0
19/11/2023,14,03:15,03:30,,,,,0,35.38,35.38,0
19/11/2023,15,03:30,03:45,,,,,0,36.38,36.38,0
19/11/2023,16,03:45,04:00,,,,-10.77,0,-10.77,-10.77,-1
19/11/2023,17,04:00,04:15,,,,,0,29.76,29.76,0
19/11/2023,18,04:15,04:30,,,,,0,29.18,29.18,0
19/11/2023,19,04:30,04:45,,,,,0,44.03,44.03,0
19/11/2023,20,04:45,05:00,,,,,0,17.51,17.51,0
19/11/2023,21,05:00,05:15,,,70.59,,0,70.59,70.59,1
19/11/2023,22,05:15,05:30,,,,,0,32.53,32.53,0
19/11/2023,23,05:30,05:45,,,,,0,19.36,19.36,0
19/11/2023,24,05:45,06:00,,,,-5.53,0,-5.53,-5.53,-1
19/11/2023,25,06:00,06:15,,,,-26.77,0,-26.77,-26.77,-1
19/11/2023,26,06:15,06:30,,,,-10.77,0,-10.77,-10.77,-1
19/11/2023,27,06:30,06:45,,,68.73,,0,68.73,68.73,1
19/11/2023,28,06:45,07:00,,,83.81,,0,83.81,83.81,1
19/11/2023,29,07:00,07:15,,,72.68,-28.61,0,72.68,-28.61,2
19/11/2023,30,07:15,07:30,,,72.29,-64.91,0,72.29,72.29,1
19/11/2023,31,07:30,07:45,,,67.22,-26.78,0,67.22,-26.78,2
19/11/2023,32,07:45,08:00,,,,,0,28.82,28.82,0
19/11/2023,33,08:00,08:15,,,,,0,47.49,47.49,0
19/11/2023,34,08:15,08:30,,,,-27.93,0,-27.93,-27.93,-1
19/11/2023,35,08:30,08:45,,,,-5.74,0,-5.74,-5.74,-1
19/11/2023,36,08:45,09:00,,,100.51,-28.61,0,100.51,-28.61,2
19/11/2023,37,09:00,09:15,,,261.55,,0,261.55,261.55,1
19/11/2023,38,09:15,09:30,,,93.95,-48.31,0,93.95,-48.31,2
19/11/2023,39,09:30,09:45,,,80.82,-97.71,0,80.82,-97.71,2
19/11/2023,40,09:45,10:00,,,108.7,-66.91,0,108.7,-66.91,2
19/11/2023,41,10:00,10:15,,,103.51,-5.53,0,103.51,-5.53,2
19/11/2023,42,10:15,10:30,,,83.41,-41.49,0,83.41,-41.49,2
19/11/2023,43,10:30,10:45,,,252.51,-41.49,0,252.51,-41.49,2
19/11/2023,44,10:45,11:00,,,72.64,-5.75,0,72.64,-5.75,2
19/11/2023,45,11:00,11:15,,,110.51,-10.83,0,110.51,-10.83,2
19/11/2023,46,11:15,11:30,,,82.44,-47.54,0,82.44,-47.54,2
19/11/2023,47,11:30,11:45,,,96.51,-47.57,0,96.51,-47.57,2
19/11/2023,48,11:45,12:00,,,91,-85.36,0,91,-85.36,2
19/11/2023,49,12:00,12:15,,,115.51,-66.91,0,115.51,-66.91,2
19/11/2023,50,12:15,12:30,,,,-33.48,0,-33.48,-33.48,-1
19/11/2023,51,12:30,12:45,,,74.09,-5.53,0,74.09,-5.53,2
19/11/2023,52,12:45,13:00,,,90.51,-41.71,0,90.51,-41.71,2
19/11/2023,53,13:00,13:15,,,,-52.63,0,-52.63,-52.63,-1
19/11/2023,54,13:15,13:30,,,,-33.48,0,-33.48,-33.48,-1
19/11/2023,55,13:30,13:45,,,96.51,-28.61,0,96.51,-28.61,2
19/11/2023,56,13:45,14:00,,,177.42,,0,177.42,177.42,1
19/11/2023,57,14:00,14:15,,,177.42,-33.48,0,-33.48,-33.48,-1
19/11/2023,58,14:15,14:30,,,,-33.48,0,-33.48,-33.48,-1
19/11/2023,59,14:30,14:45,,,,-14.95,0,-14.95,-14.95,-1
19/11/2023,60,14:45,15:00,,,,-21.72,0,-21.72,-21.72,-1
19/11/2023,61,15:00,15:15,,,,-28.61,0,-28.61,-28.61,-1
19/11/2023,62,15:15,15:30,,,108.7,-28.61,0,108.7,-28.61,2
19/11/2023,63,15:30,15:45,,,124.86,,0,124.86,124.86,1
19/11/2023,64,15:45,16:00,,,108.99,,0,108.99,108.99,1
19/11/2023,65,16:00,16:15,,,74.51,,0,74.51,74.51,1
19/11/2023,66,16:15,16:30,,,,,0,34.49,34.49,0
19/11/2023,67,16:30,16:45,,,89.52,-5.53,0,89.52,-5.53,2
19/11/2023,68,16:45,17:00,,,89.23,,0,89.23,89.23,1
19/11/2023,69,17:00,17:15,,,108.7,,0,108.7,108.7,1
19/11/2023,70,17:15,17:30,,,125.78,,0,125.78,125.78,1
19/11/2023,71,17:30,17:45,,,125.78,,0,125.78,125.78,1
19/11/2023,72,17:45,18:00,,,94.51,,0,94.51,94.51,1
19/11/2023,73,18:00,18:15,,,125.01,,0,125.01,125.01,1
19/11/2023,74,18:15,18:30,,,76.52,,0,76.52,76.52,1
19/11/2023,75,18:30,18:45,,,103.51,,0,103.51,103.51,1
19/11/2023,76,18:45,19:00,,,98.51,,0,98.51,98.51,1
19/11/2023,77,19:00,19:15,,,75.35,,0,75.35,75.35,1
19/11/2023,78,19:15,19:30,,,88.43,,0,88.43,88.43,1
19/11/2023,79,19:30,19:45,,,84.72,,0,84.72,84.72,1
19/11/2023,80,19:45,20:00,,,83.04,,0,83.04,83.04,1
19/11/2023,81,20:00,20:15,,,85.42,,0,85.42,85.42,1
19/11/2023,82,20:15,20:30,,,84.72,,0,84.72,84.72,1
19/11/2023,83,20:30,20:45,,,73.95,,0,73.95,73.95,1
19/11/2023,84,20:45,21:00,,,78.46,,0,78.46,78.46,1
19/11/2023,85,21:00,21:15,,,131.44,,0,131.44,131.44,1
19/11/2023,86,21:15,21:30,,,125.82,,0,125.82,125.82,1
19/11/2023,87,21:30,21:45,,,,,0,27.24,27.24,0
19/11/2023,88,21:45,22:00,,,,,0,27.24,27.24,0
19/11/2023,89,22:00,22:15,,,85.35,,0,85.35,85.35,1
19/11/2023,90,22:15,22:30,,,73.91,,0,73.91,73.91,1
19/11/2023,91,22:30,22:45,,,83.78,-28.14,0,83.78,-28.14,2
19/11/2023,92,22:45,23:00,,,,-29.24,0,-29.24,-29.24,-1
19/11/2023,93,23:00,23:15,,,60,,0,60,60,1
19/11/2023,94,23:15,23:30,,,60,,0,60,60,1
19/11/2023,95,23:30,23:45,,,,,0,27.24,27.24,0
19/11/2023,96,23:45,00:00,,,,,0,27.24,27.24,0
